제목,카테고리1,카테고리2,카테고리3,지역명,시군구명
강계 봉진막국수,음식,음식점,한식,경기도,여주시
강원콩비지탕,음식,음식점,한식,경기도,이천시
명성회관,음식,음식점,한식,경기도,여주시
이천손칼국수,음식,음식점,한식,경기도,이천시
반월정,음식,음식점,한식,경기도,광주시
청암관광농원,음식,음식점,한식,경기도,이천시
동서소머리국밥,음식,음식점,한식,경기도,광주시
장수집,음식,음식점,한식,경기도,용인시
송전매운탕,음식,음식점,한식,경기도,용인시
금성,음식,음식점,한식,경기도,용인시
녹원,음식,음식점,한식,경기도,안성시
안일옥,음식,음식점,한식,경기도,안성시
용문산중앙식당,음식,음식점,한식,경기도,양평군
서종가든,음식,음식점,한식,경기도,양평군
용문산 은행나무식당,음식,음식점,한식,경기도,양평군
한마당식당,음식,음식점,한식,경기도,양평군
비원매운탕,음식,음식점,한식,경기도,양평군
운봉회관,음식,음식점,한식,경기도,양평군
신내서울해장국,음식,음식점,한식,경기도,양평군
정원한정식,음식,음식점,한식,전라북도,정읍시
백담순두부,음식,음식점,한식,강원도,인제군
삼호복집,음식,음식점,한식,서울,서대문구
영광정메밀국수,음식,음식점,한식,강원도,양양군
구포집,음식,음식점,한식,부산,중구
한국집,음식,음식점,한식,전라북도,전주시
강변가든,음식,음식점,한식,전라북도,무주군
목동,음식,음식점,한식,서울,종로구
대유랜드(대유식당),음식,음식점,한식,제주도,서귀포시
대나무복집,음식,음식점,한식,서울,은평구
사랑방,음식,음식점,한식,경기도,양평군
오두막,음식,음식점,한식,서울,은평구
오대산산채정식,음식,음식점,한식,강원도,원주시
고령휴게소식당,음식,음식점,한식,경상북도,고령군
무지개한정식,음식,음식점,한식,대전,중구
델리(압구정본점),음식,음식점,아시아식,서울,강남구
한길로회관,음식,음식점,한식,전라남도,보성군
양미옥(을지로본점),음식,음식점,한식,서울,중구
모닥불,음식,음식점,한식,서울,동대문구
섬진강가든,음식,음식점,한식,전라남도,순천시
T.G.I 프라이데이스(대구 범어점),음식,음식점,패밀리레스토랑,대구,수성구
길손식당,음식,음식점,한식,전라북도,임실군
도라지식당,음식,음식점,한식,제주도,제주시
임진강폭포어장,음식,음식점,한식,경기도,파주시
원조할머니두부집,음식,음식점,한식,서울,종로구
해운대소문난 암소갈비집,음식,음식점,한식,부산,해운대구
향원식당,음식,음식점,한식,경상남도,합천군
삼학도,음식,음식점,한식,서울,서초구
안심식당,음식,음식점,한식,경상북도,칠곡군
충무상회,음식,음식점,한식,서울,강남구
경희식당,음식,음식점,한식,충청북도,보은군
두레,음식,음식점,한식,서울,종로구
그때그집식당,음식,음식점,한식,충청남도,예산군
곰국시집 ,음식,음식점,한식,서울,중구
새집식당,음식,음식점,한식,경상남도,통영시
함양집(본점),음식,음식점,한식,울산,남구
뚱보할매김밥,음식,음식점,한식,경상남도,통영시
대나무집,음식,음식점,한식,강원도,춘천시
월악산장,음식,음식점,한식,충청북도,제천시
여흥식당,음식,음식점,한식,전라남도,여수시
갯마을,음식,음식점,한식,서울,도봉구
박석고개,음식,음식점,한식,서울,종로구
진안관,음식,음식점,한식,전라북도,진안군
곰집갈비,음식,음식점,한식,전라남도,목포시
오장동흥남집,음식,음식점,한식,서울,중구
한일관,음식,음식점,한식,전라북도,전주시
전통복회관,음식,음식점,한식,인천,부평구
진상(청담점),음식,음식점,한식,서울,강남구
봉운장갈비,음식,음식점,한식,강원도,춘천시
동곡할매손칼국수,음식,음식점,한식,대구,달성군
천수식당,음식,음식점,한식,전라남도,구례군
서문회관,음식,음식점,한식,서울,중구
원조할매낙지,음식,음식점,한식,부산,부산진구
볼태기집 (원조 서면 뽈태기찜),음식,음식점,한식,부산,부산진구
길목민속촌,음식,음식점,한식,강원도,강릉시
부산명물횟집,음식,음식점,한식,부산,중구
팔미초밥,음식,음식점,일식,부산,연제구
동백식당,음식,음식점,한식,경상남도,하동군
뱀부하우스,음식,음식점,한식,서울,강남구
청솔식당,음식,음식점,한식,서울,은평구
일억조횟집,음식,음식점,한식,인천,중구
영미오리탕,음식,음식점,한식,광주,북구
선천,음식,음식점,한식,서울,종로구
입암메밀타운,음식,음식점,한식,강원도,양양군
상주식당,음식,음식점,한식,대구,중구
섬마을,음식,음식점,한식,서울,종로구
청기와집,음식,음식점,한식,경기도,성남시
국수사(광화문점),음식,음식점,일식,서울,종로구
에도긴,음식,음식점,일식,서울,강남구
낙산가든,음식,음식점,한식,서울,종로구
동해일식,음식,음식점,일식,서울,중구
민속막국수,음식,음식점,한식,서울,은평구
마산집,음식,음식점,한식,서울,중구
영양센터본점,음식,음식점,한식,서울,중구
조선옥,음식,음식점,한식,서울,중구
우래옥,음식,음식점,한식,서울,중구
부산복집,음식,음식점,한식,서울,중구
명관,음식,음식점,한식,충청북도,청주시
청송통닭,음식,음식점,한식,충청북도,청주시
경주집버섯찌개,음식,음식점,한식,충청북도,청주시
상주집,음식,음식점,한식,충청북도,청주시
진고개,음식,음식점,한식,서울,중구
한국의집 ,음식,음식점,한식,서울,중구
신라식당,음식,음식점,한식,충청북도,보은군
미락식당,음식,음식점,한식,충청북도,보은군
개성집,음식,음식점,한식,서울,동대문구
장순루,음식,음식점,중식,서울,광진구
옥돌집,음식,음식점,한식,서울,성북구
풍년명절,음식,음식점,한식,서울,은평구
벽제갈비 (신촌점),음식,음식점,한식,서울,서대문구
모래내설농탕,음식,음식점,한식,서울,서대문구
진성집,음식,음식점,한식,서울,서초구
토종삼계탕,음식,음식점,한식,서울,서초구
동신면가,음식,음식점,한식,서울,강동구
광양불고기(역삼점),음식,음식점,한식,서울,강남구
복서울해장국,음식,음식점,한식,충청북도,충주시
느티나무횟집,음식,음식점,한식,충청북도,제천시
월악산 월송가든,음식,음식점,한식,충청북도,제천시
송애집,음식,음식점,한식,충청북도,진천군
전원식당,음식,음식점,한식,충청북도,괴산군
영등포복집,음식,음식점,한식,서울,영등포구
부산식당,음식,음식점,한식,충청북도,옥천군
선광집,음식,음식점,한식,충청북도,옥천군
별천지식당,음식,음식점,한식,대전,동구
왕촌멧돼지,음식,음식점,한식,충청남도,공주시
공주식당,음식,음식점,한식,충청남도,공주시
민속촌식당,음식,음식점,한식,충청남도,공주시
옛날어씨네,음식,음식점,한식,충청남도,공주시
새이학가든,음식,음식점,한식,충청남도,공주시
나루터식당,음식,음식점,한식,충청남도,부여군
성진물텀벙,음식,음식점,한식,인천,남구
아리랑회관,음식,음식점,한식,인천,동구
한우궁(구. 부평용갈비),음식,음식점,한식,인천,부평구
평양옥,음식,음식점,한식,인천,중구
삼선식당,음식,음식점,한식,충청남도,예산군
소복갈비,음식,음식점,한식,충청남도,예산군
삼부자갈비,음식,음식점,한식,경기도,수원시
삼기꽃게장,음식,음식점,한식,충청남도,서산시
입주집,음식,음식점,한식,경기도,수원시
정호식당,음식,음식점,한식,경기도,안양시
한맛식당,음식,음식점,한식,경기도,안양시
한촌설렁탕,음식,음식점,한식,경기도,안양시
원조칼국수,음식,음식점,한식,경기도,안양시
설악추어탕,음식,음식점,한식,경기도,시흥시
군포식당,음식,음식점,한식,경기도,군포시
백번집,음식,음식점,한식,전라북도,전주시
삼일관,음식,음식점,한식,전라북도,전주시
자연애산채마을,음식,음식점,한식,전라북도,정읍시
마방집,음식,음식점,한식,경기도,하남시
지산장,음식,음식점,한식,전라북도,남원시
풍성가든,음식,음식점,한식,경기도,하남시
산성별장,음식,음식점,한식,경기도,광주시
원조해장국,음식,음식점,한식,전라북도,김제시
향토돌솥밥,음식,음식점,한식,전라북도,김제시
골목집소머리국밥,음식,음식점,한식,경기도,광주시
전주제일맛집,음식,음식점,한식,전라북도,무주군
오수신포집,음식,음식점,한식,전라북도,임실군
남원집,음식,음식점,한식,전라북도,순창군
옥정산닭,음식,음식점,한식,전라북도,순창군
대일정,음식,음식점,한식,전라북도,정읍시
선운사 산장회관,음식,음식점,한식,전라북도,고창군
계화회관,음식,음식점,한식,전라북도,부안군
감나무집,음식,음식점,한식,전라북도,군산시
진미식당,음식,음식점,한식,전라북도,익산시
송월관,음식,음식점,한식,경기도,동두천시
생연칼국수삼계탕,음식,음식점,한식,경기도,동두천시
진미옥설렁탕,음식,음식점,한식,경기도,동두천시
처가집부대고기,음식,음식점,한식,경기도,동두천시
황톳길,음식,음식점,한식,광주,동구
중앙식당,음식,음식점,한식,광주,동구
화정식당,음식,음식점,한식,광주,광산구
마산집,음식,음식점,한식,경기도,가평군
나주곰탕하얀집,음식,음식점,한식,전라남도,나주시
초야식당,음식,음식점,한식,전라남도,장성군
신식당,음식,음식점,한식,전라남도,담양군
청운식당,음식,음식점,한식,전라남도,담양군
임진나루터집,음식,음식점,한식,경기도,파주시
금강산도 식후경 횟집,음식,음식점,한식,강원도,고성군
일번지,음식,음식점,한식,전라남도,영광군
석곡식당,음식,음식점,한식,전라남도,곡성군
새수궁가든,음식,음식점,한식,전라남도,곡성군
통영바다이야기,음식,음식점,한식,경상남도,통영시
보성양탕집,음식,음식점,한식,전라남도,보성군
경인식당,음식,음식점,한식,전라남도,영암군
원주복추어탕,음식,음식점,한식,강원도,춘천시
해태식당,음식,음식점,한식,전라남도,강진군
목리장어센터,음식,음식점,한식,전라남도,강진군
천일식당,음식,음식점,한식,전라남도,해남군
어성장어,음식,음식점,한식,전라남도,해남군
소양강양어장,음식,음식점,한식,강원도,춘천시
영란횟집,음식,음식점,한식,전라남도,목포시
금메달식당,음식,음식점,한식,전라남도,목포시
강변횟집,음식,음식점,한식,강원도,화천군
순담식당(순담레져),음식,음식점,한식,강원도,철원군
만호유달횟집,음식,음식점,한식,전라남도,목포시
노래미식당,음식,음식점,한식,전라남도,여수시
명신낙지,음식,음식점,한식,전라남도,순천시
시몽관 한정식,음식,음식점,한식,전라남도,순천시
